name,city,state,type,rank,fees,rating,reviews,about,courses,placements,facilities,imageUrl,acceptanceRate,worldRank,countryRank,stateRank,naac_grade
College 72,Chennai,Punjab,State University,126,76519,4.2,556,College 72 is a prestigious institution located in Chennai; Punjab. Known for its excellent academic programs and state-of-the-art facilities.,B.Arch|MBA HR|B.Des|B.Tech CE|B.Com,Average package: ₹12 LPA; Highest package: ₹34 LPA,Medical Center|Library|Canteen|Computer Center|Bank,https://example.com/college72.jpg,0.11208178727173546,4962,126,6,A+
College 73,Varanasi,Maharashtra,Government,136,391115,4.2,1538,College 73 is a prestigious institution located in Varanasi; Maharashtra. Known for its excellent academic programs and state-of-the-art facilities.,BDS|B.Tech CSE|B.Sc|B.Pharma|B.Tech AI|B.Tech IT|MBA Finance,Average package: ₹13 LPA; Highest package: ₹29 LPA,Parking|Sports Complex|WiFi,https://example.com/college73.jpg,0.10776527513382939,2668,136,7,A
College 74,Nagpur,West Bengal,Central University,56,490640,4.2,652,College 74 is a prestigious institution located in Nagpur; West Bengal. Known for its excellent academic programs and state-of-the-art facilities.,MBA IT|BDS|B.Tech CSE|BCA|B.Tech IT|BBA,Average package: ₹3 LPA; Highest package: ₹14 LPA,Research Labs|Gym|Conference Hall|WiFi|Medical Center,https://example.com/college74.jpg,0.1796302895658931,4718,56,8,A+
College 75,Nagpur,Karnataka,Central University,86,376665,4.7,872,College 75 is a prestigious institution located in Nagpur; Karnataka. Known for its excellent academic programs and state-of-the-art facilities.,B.Tech ECE|BDS|B.Tech CSE,Average package: ₹9 LPA; Highest package: ₹25 LPA,Parking|Medical Center|Canteen|Gym|Labs|Bank,https://example.com/college75.jpg,0.16324457484982546,3862,86,6,B+
College 76,Kanpur,Uttarakhand,State University,124,336060,3.3,1584,College 76 is a prestigious institution located in Kanpur; Uttarakhand. Known for its excellent academic programs and state-of-the-art facilities.,BDS|BA|BBA,Average package: ₹15 LPA; Highest package: ₹29 LPA,Cafeteria|Canteen|WiFi|Library|Labs|Research Labs|Gym,https://example.com/college76.jpg,0.47328837718615613,3651,124,19,A++
College 77,Mumbai,Karnataka,Autonomous,123,247129,3.8,396,College 77 is a prestigious institution located in Mumbai; Karnataka. Known for its excellent academic programs and state-of-the-art facilities.,BA|B.Des|B.Tech ECE,Average package: ₹14 LPA; Highest package: ₹33 LPA,Auditorium|Cafeteria|Conference Hall|Labs,https://example.com/college77.jpg,0.12266109674533872,5961,123,18,B++
College 78,Ahmedabad,Odisha,State University,84,303938,4.4,1826,College 78 is a prestigious institution located in Ahmedabad; Odisha. Known for its excellent academic programs and state-of-the-art facilities.,B.Tech CE|BCA|BBA|B.Pharma|MBA IT|B.Tech ECE,Average package: ₹12 LPA; Highest package: ₹19 LPA,Library|Research Labs|Parking|Gym|Cafeteria|Auditorium|Hostel|WiFi,https://example.com/college78.jpg,0.3273101965265688,3808,84,17,B+
College 79,Srinagar,Kerala,Institute of National Importance,41,98135,3.2,1628,College 79 is a prestigious institution located in Srinagar; Kerala. Known for its excellent academic programs and state-of-the-art facilities.,MBA HR|B.Com|B.Tech CE|B.Arch|BCA,Average package: ₹13 LPA; Highest package: ₹33 LPA,Cafeteria|Parking|Conference Hall|ATM|Gym|Library|Computer Center|Hostel,https://example.com/college79.jpg,0.3809126357405116,5090,41,14,B++
College 80,Nashik,Bihar,State University,107,99539,4.0,239,College 80 is a prestigious institution located in Nashik; Bihar. Known for its excellent academic programs and state-of-the-art facilities.,B.Tech CSE|MBA IT|MBA Finance,Average package: ₹11 LPA; Highest package: ₹16 LPA,Hostel|Bank|WiFi|Gym|Cafeteria|ATM|Library,https://example.com/college80.jpg,0.10640119248487429,1774,107,3,B++
College 81,Bangalore,Madhya Pradesh,Central University,18,529847,4.7,1264,College 81 is a prestigious institution located in Bangalore; Madhya Pradesh. Known for its excellent academic programs and state-of-the-art facilities.,BDS|MBA Marketing,Average package: ₹5 LPA; Highest package: ₹11 LPA,Innovation Center|Sports Complex|Computer Center|Cafeteria,https://example.com/college81.jpg,0.37937253791382786,3601,18,2,B++
College 82,Delhi,Odisha,Institute of National Importance,160,474944,3.7,1692,College 82 is a prestigious institution located in Delhi; Odisha. Known for its excellent academic programs and state-of-the-art facilities.,BA|B.Tech AI|B.Arch|B.Des|BDS|B.Tech CE|MBA Operations|MBA HR,Average package: ₹4 LPA; Highest package: ₹11 LPA,Medical Center|Innovation Center|Parking|ATM|Research Labs,https://example.com/college82.jpg,0.33571765976645335,2488,160,20,A
College 83,Indore,West Bengal,Government,2,201282,3.2,1865,College 83 is a prestigious institution located in Indore; West Bengal. Known for its excellent academic programs and state-of-the-art facilities.,B.Sc|BBA|MBA Operations|B.Arch|B.Des,Average package: ₹4 LPA; Highest package: ₹9 LPA,Labs|Sports Complex|Transport|Medical Center,https://example.com/college83.jpg,0.2506105063582263,5997,2,19,A
College 84,Meerut,Uttar Pradesh,Deemed University,166,135748,3.7,1242,College 84 is a prestigious institution located in Meerut; Uttar Pradesh. Known for its excellent academic programs and state-of-the-art facilities.,B.Tech ECE|B.Pharma,Average package: ₹12 LPA; Highest package: ₹18 LPA,Canteen|Transport|Innovation Center|WiFi,https://example.com/college84.jpg,0.2366668247920563,2953,166,16,A++
College 85,Visakhapatnam,Kerala,State University,50,422027,3.3,1812,College 85 is a prestigious institution located in Visakhapatnam; Kerala. Known for its excellent academic programs and state-of-the-art facilities.,B.Tech CSE|B.Com|MBA Marketing|BBA|B.Tech AI,Average package: ₹3 LPA; Highest package: ₹20 LPA,Innovation Center|Transport|Library,https://example.com/college85.jpg,0.469169882049037,3999,50,10,A
College 86,Kolkata,Maharashtra,Central University,22,290675,4.8,1694,College 86 is a prestigious institution located in Kolkata; Maharashtra. Known for its excellent academic programs and state-of-the-art facilities.,B.Sc|MBA HR|B.Tech ME|MBA Operations|BDS,Average package: ₹12 LPA; Highest package: ₹22 LPA,Research Labs|ATM|Auditorium|Cafeteria|Computer Center|WiFi|Transport,https://example.com/college86.jpg,0.29487426205325273,2905,22,19,A
College 87,Vadodara,Delhi,Institute of National Importance,83,208248,3.6,1167,College 87 is a prestigious institution located in Vadodara; Delhi. Known for its excellent academic programs and state-of-the-art facilities.,BCA|B.Tech IT|B.Des|B.Tech CE|B.Sc,Average package: ₹8 LPA; Highest package: ₹21 LPA,Research Labs|Gym|Conference Hall,https://example.com/college87.jpg,0.13755302217236876,5390,83,8,A
College 88,Agra,Uttarakhand,Private University,35,120428,4.9,976,College 88 is a prestigious institution located in Agra; Uttarakhand. Known for its excellent academic programs and state-of-the-art facilities.,BA|B.Tech ME|BBA|B.Tech CSE|B.Com|MBA HR,Average package: ₹10 LPA; Highest package: ₹15 LPA,Labs|Bank|Library,https://example.com/college88.jpg,0.2306262923067769,5388,35,2,A++
College 89,Vadodara,Tamil Nadu,Private,3,448728,3.8,1447,College 89 is a prestigious institution located in Vadodara; Tamil Nadu. Known for its excellent academic programs and state-of-the-art facilities.,BA|B.Arch|BBA|MBA Operations|MBA HR,Average package: ₹6 LPA; Highest package: ₹22 LPA,Canteen|Hostel|Conference Hall|Gym|Sports Complex|Library,https://example.com/college89.jpg,0.1789570893087713,1558,3,16,B++
College 90,Agra,Madhya Pradesh,Private,56,161463,5.0,1955,College 90 is a prestigious institution located in Agra; Madhya Pradesh. Known for its excellent academic programs and state-of-the-art facilities.,MBA Operations|B.Arch|BCA|B.Tech CSE|B.Tech ME,Average package: ₹3 LPA; Highest package: ₹8 LPA,Cafeteria|Auditorium|Transport|Medical Center|Canteen|Research Labs,https://example.com/college90.jpg,0.13943111743494896,2223,56,18,A
College 91,Delhi,Madhya Pradesh,Autonomous,16,543679,4.1,1216,College 91 is a prestigious institution located in Delhi; Madhya Pradesh. Known for its excellent academic programs and state-of-the-art facilities.,MBA IT|B.Tech ME|B.Des|B.Pharma|B.Tech CE,Average package: ₹5 LPA; Highest package: ₹26 LPA,WiFi|ATM|Auditorium|Parking,https://example.com/college91.jpg,0.2347345198363506,5495,16,9,A++
College 92,Mumbai,Uttarakhand,State University,99,191451,3.4,1319,College 92 is a prestigious institution located in Mumbai; Uttarakhand. Known for its excellent academic programs and state-of-the-art facilities.,B.Arch|B.Tech ECE,Average package: ₹15 LPA; Highest package: ₹25 LPA,Transport|Computer Center|Research Labs|Medical Center|Parking|Cafeteria|WiFi,https://example.com/college92.jpg,0.2964940473742689,4272,99,19,B+
College 93,Jaipur,Haryana,Government,161,196671,4.4,1007,College 93 is a prestigious institution located in Jaipur; Haryana. Known for its excellent academic programs and state-of-the-art facilities.,BDS|B.Com,Average package: ₹3 LPA; Highest package: ₹21 LPA,Cafeteria|Canteen|Gym|Library|Innovation Center,https://example.com/college93.jpg,0.32831883702279796,1451,161,3,B++
College 94,Faridabad,Punjab,Deemed University,146,491730,4.5,353,College 94 is a prestigious institution located in Faridabad; Punjab. Known for its excellent academic programs and state-of-the-art facilities.,BA|B.Sc|B.Tech IT|B.Pharma|B.Tech CSE,Average package: ₹11 LPA; Highest package: ₹27 LPA,Hostel|Bank|Transport,https://example.com/college94.jpg,0.20905940762971215,2289,146,5,B+
College 95,Vasai-Virar,Haryana,State University,41,68606,3.4,1815,College 95 is a prestigious institution located in Vasai-Virar; Haryana. Known for its excellent academic programs and state-of-the-art facilities.,BCA|B.Tech AI,Average package: ₹11 LPA; Highest package: ₹30 LPA,Sports Complex|Conference Hall|Hostel|Gym|Research Labs|ATM,https://example.com/college95.jpg,0.2586464432850416,2285,41,12,A
College 96,Nagpur,Jharkhand,Government,75,364588,3.9,1864,College 96 is a prestigious institution located in Nagpur; Jharkhand. Known for its excellent academic programs and state-of-the-art facilities.,B.Tech IT|B.Pharma,Average package: ₹15 LPA; Highest package: ₹39 LPA,Auditorium|Gym|WiFi,https://example.com/college96.jpg,0.3101519481148598,2463,75,2,A+
College 97,Vadodara,Assam,Autonomous,53,274591,4.2,1987,College 97 is a prestigious institution located in Vadodara; Assam. Known for its excellent academic programs and state-of-the-art facilities.,BA|B.Arch|MBA Finance|B.Com|BCA,Average package: ₹13 LPA; Highest package: ₹29 LPA,Parking|Hostel|Sports Complex|Bank,https://example.com/college97.jpg,0.35961686177138874,3184,53,11,B++
College 98,Ghaziabad,Rajasthan,Central University,96,261953,3.5,344,College 98 is a prestigious institution located in Ghaziabad; Rajasthan. Known for its excellent academic programs and state-of-the-art facilities.,BDS|MBA Operations|B.Sc|B.Pharma|B.Tech CSE,Average package: ₹14 LPA; Highest package: ₹19 LPA,Transport|Library|Parking|WiFi|Cafeteria|Innovation Center|Conference Hall,https://example.com/college98.jpg,0.30300689528908886,4691,96,20,B++
College 99,Pimpri-Chinchwad,Madhya Pradesh,Government,157,229611,4.0,1274,College 99 is a prestigious institution located in Pimpri-Chinchwad; Madhya Pradesh. Known for its excellent academic programs and state-of-the-art facilities.,B.Sc|B.Des|MBA IT|MBA Marketing|BDS|B.Com|MBA Operations,Average package: ₹12 LPA; Highest package: ₹28 LPA,Bank|Innovation Center|Gym|Computer Center|WiFi|Labs|Canteen|Parking|Medical Center,https://example.com/college99.jpg,0.18101059304179784,2445,157,11,B+
College 100,Bhopal,Gujarat,Autonomous,197,106575,3.2,422,College 100 is a prestigious institution located in Bhopal; Gujarat. Known for its excellent academic programs and state-of-the-art facilities.,B.Pharma,Average package: ₹4 LPA; Highest package: ₹22 LPA,ATM|Gym|Bank|Library|Labs|Sports Complex|Canteen|Transport|Innovation Center|WiFi,https://example.com/college100.jpg,0.33098165977230176,4912,197,9,A+
